number,partner,compliance,alternative,signature,alternative_other_MLI,comments,iso3c,year,minimum_standard,type,inc_frame_member
63,Russia,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
64,Senegal,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
65,Serbia,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
66,Seychelles,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
67,Singapore,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
68,Slovak Republic,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
69,Slovenia,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
70,South Africa,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
71,Spain,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
72,Sri Lanka,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
73,Sudan*,No,NA,Yes,NA,,ARE,2018,NA,NA,no
74,Switzerland,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
75,Syrian Arab,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
76,Tajikistan*,No,NA,Yes,NA,,ARE,2018,NA,NA,no
77,Thailand,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
78,Tunisia,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
79,Turkey,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
80,Turkmenistan*,No,NA,Yes,NA,,ARE,2018,NA,NA,no
81,Ukraine,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
82,United Kingdom,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
83,Uruguay,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
84,Uzbekistan*,No,NA,Yes,NA,,ARE,2018,NA,NA,no
85,Venezuela*,No,NA,Yes,NA,,ARE,2018,NA,NA,no
86,Viet Nam,No,NA,Yes,NA,,ARE,2018,NA,NA,yes
87,Yemen*,No,NA,Yes,NA,,ARE,2018,NA,NA,no
1,Albania*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
2,Algeria*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
3,Antigua and Barbuda*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
4,Argentina,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
5,Armenia*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
6,Australia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
7,Austria,No,NA,No,NA,,GBR,2018,NA,NA,yes
8,Azerbaijan*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
9,Bahrain,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
10,Bangladesh*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
11,Barbados,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
12,Belarus*,No,NA,Yes,PPT alone,,GBR,2018,PPT alone,NA,no
13,Belgium,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
14,Belize,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
15,Bolivia*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
16,Bosnia and Herzegovina*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
17,Botswana,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
18,Brunei Darussalam,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
19,Bulgaria,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
20,Canada,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
21,Chile,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
22,China (People's Republic of),No,NA,Yes,NA,,GBR,2018,NA,NA,yes
23,Chinese Taipei*,No,NA,No,NA,,GBR,2018,NA,NA,no
24,Cote d'Ivoire,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
25,Croatia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
26,Cyprus*,No,NA,Yes,PPT alone,,GBR,2018,PPT alone,NA,no
27,Czech Republic,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
28,Denmark,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
29,Egypt,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
30,Estonia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
31,Ethiopia*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
32,Falkland Islands*,No,NA,No,NA,,GBR,2018,NA,NA,no
33,Faroe Islands*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
34,Fiji*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
35,Finland,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
36,France,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
37,Gambia*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
38,Georgia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
39,Germany,No,NA,No,NA,,GBR,2018,NA,NA,yes
40,Ghana*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
41,Greece,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
42,Grenada*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
43,Guernsey,No,NA,No,NA,,GBR,2018,NA,NA,yes
44,Guyana*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
45,Hong Kong (China),No,NA,Yes,NA,,GBR,2018,NA,NA,yes
46,Hungary,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
47,Iceland,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
48,India,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
49,Indonesia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
50,Ireland,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
51,Isle of Man,No,NA,No,NA,,GBR,2018,NA,NA,yes
52,Israel,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
53,Italy,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
54,Jamaica,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
55,Japan,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
56,Jersey,No,NA,No,NA,,GBR,2018,NA,NA,yes
57,Jordan*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
58,Kazakhstan,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
59,Kenya,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
60,Kiribati*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
61,Korea,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
62,Kosovo*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
63,Kuwait*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
64,Latvia 79,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
65,Lesotho*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
66,Libya*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
67,Liechtenstein,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
68,Lithuania,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
69,Luxembourg,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
70,Macedonia*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
71,Malawi*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
72,Malaysia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
73,Malta,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
74,Mauritius,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
75,Mexico,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
76,Moldova*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
77,Mongolia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
78,Montenegro*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
79,Montserrat,No,NA,No,NA,,GBR,2018,NA,NA,yes
80,Morocco*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
81,Myanmar*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
82,Namibia*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
83,Netherlands,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
84,New Zealand,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
85,Nigeria,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
86,Norway,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
87,Oman,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
88,Pakistan,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
89,Panama,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
90,Papua New Guinea,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
91,Philippines*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
92,Poland,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
93,Portugal,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
94,Qatar,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
95,Romania,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
96,Russia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
97,Saint Kitts and Nevis,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
98,Saudi Arabia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
99,Senegal,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
100,Serbia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
101,Sierra Leone,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
102,Singapore,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
103,Slovak Republic,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
104,Slovenia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
105,Solomon Islands*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
106,South Africa,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
107,Spain,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
108,Sri Lanka,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
109,Sudan*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
110,Eswatini*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
111,Sweden,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
112,Switzerland,No,NA,Yes,PPT alone,,GBR,2018,PPT alone,NA,yes
113,Tajikistan*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
114,Thailand,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
115,Trinidad and Tobago,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
116,Tunisia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
117,Turkey,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
118,Turkmenistan*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
119,Tuvalu*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
120,Uganda*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
121,Ukraine,No,NA,Yes,PPT alone,,GBR,2018,PPT alone,NA,yes
122,United Arab Emirates,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
123,United States,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
124,Uruguay,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
125,Uzbekistan*,No,NA,Yes,PPT alone,,GBR,2018,PPT alone,NA,no
126,Venezuela*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
127,Viet Nam,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
128,Zambia,No,NA,Yes,NA,,GBR,2018,NA,NA,yes
129,Zimbabwe*,No,NA,Yes,NA,,GBR,2018,NA,NA,no
1,Armenia*,No,NA,No,NA,,USA,2018,NA,NA,no
2,Australia,No,NA,No,NA,,USA,2018,NA,NA,yes
3,Austria,No,NA,No,NA,,USA,2018,NA,NA,yes
4,Azerbaijan*,No,NA,No,NA,,USA,2018,NA,NA,no
5,Bangladesh*,No,NA,No,NA,,USA,2018,NA,NA,no
6,Barbados,No,NA,No,NA,,USA,2018,NA,NA,yes
7,Belarus*,No,NA,No,NA,,USA,2018,NA,NA,no
8,Belgium,No,NA,No,NA,,USA,2018,NA,NA,yes
9,Bulgaria,No,NA,No,NA,,USA,2018,NA,NA,yes
10,Canada,No,NA,No,NA,,USA,2018,NA,NA,yes
11,China (People's Republic of),No,NA,No,NA,,USA,2018,NA,NA,yes
12,Cyprus*,No,NA,No,NA,,USA,2018,NA,NA,no
13,Czech Republic,No,NA,No,NA,,USA,2018,NA,NA,yes
14,Denmark,No,NA,No,NA,,USA,2018,NA,NA,yes
15,Egypt,No,NA,No,NA,,USA,2018,NA,NA,yes
16,Estonia,No,NA,No,NA,,USA,2018,NA,NA,yes
17,Finland,No,NA,No,NA,,USA,2018,NA,NA,yes
18,France,No,NA,No,NA,,USA,2018,NA,NA,yes
19,Georgia,No,NA,No,NA,,USA,2018,NA,NA,yes
20,Germany,No,NA,No,NA,,USA,2018,NA,NA,yes
21,Greece,No,NA,No,NA,,USA,2018,NA,NA,yes
22,Hungary,No,NA,No,NA,,USA,2018,NA,NA,yes
23,Iceland,No,NA,No,NA,,USA,2018,NA,NA,yes
24,India,No,NA,No,NA,,USA,2018,NA,NA,yes
25,Indonesia,No,NA,No,NA,,USA,2018,NA,NA,yes
26,Ireland,No,NA,No,NA,,USA,2018,NA,NA,yes
27,Israel,No,NA,No,NA,,USA,2018,NA,NA,yes
28,Italy,No,NA,No,NA,,USA,2018,NA,NA,yes
29,Jamaica,No,NA,No,NA,,USA,2018,NA,NA,yes
30,Japan,No,NA,No,NA,,USA,2018,NA,NA,yes
31,Kazakhstan,No,NA,No,NA,,USA,2018,NA,NA,yes
32,Korea,No,NA,No,NA,,USA,2018,NA,NA,yes
33,Kyrgyzstan*,No,NA,No,NA,,USA,2018,NA,NA,no
34,Latvia,No,NA,No,NA,,USA,2018,NA,NA,yes
35,Lithuania,No,NA,No,NA,,USA,2018,NA,NA,yes
36,Luxembourg,No,NA,No,NA,,USA,2018,NA,NA,yes
37,Malta,No,NA,No,NA,,USA,2018,NA,NA,yes
38,Mexico,No,NA,No,NA,,USA,2018,NA,NA,yes
39,Moldova*,No,NA,No,NA,,USA,2018,NA,NA,no
40,Morocco*,No,NA,No,NA,,USA,2018,NA,NA,no
41,Netherlands,No,NA,No,NA,,USA,2018,NA,NA,yes
42,New Zealand,No,NA,No,NA,,USA,2018,NA,NA,yes
43,Norway,No,NA,No,NA,,USA,2018,NA,NA,yes
44,Pakistan,No,NA,No,NA,,USA,2018,NA,NA,yes
45,Philippines*,No,NA,No,NA,,USA,2018,NA,NA,no
46,Poland,No,NA,No,NA,,USA,2018,NA,NA,yes
47,Portugal,No,NA,No,NA,,USA,2018,NA,NA,yes
48,Romania,No,NA,No,NA,,USA,2018,NA,NA,yes
49,Russia,No,NA,No,NA,,USA,2018,NA,NA,yes
50,Slovak Republic,No,NA,No,NA,,USA,2018,NA,NA,yes
51,Slovenia,No,NA,No,NA,,USA,2018,NA,NA,yes
52,South Africa,No,NA,No,NA,,USA,2018,NA,NA,yes
53,Spain,No,NA,No,NA,,USA,2018,NA,NA,yes
54,Sri Lanka,No,NA,No,NA,,USA,2018,NA,NA,yes
55,Sweden,No,NA,No,NA,,USA,2018,NA,NA,yes
56,Switzerland,No,NA,No,NA,,USA,2018,NA,NA,yes
57,Tajikistan*,No,NA,No,NA,,USA,2018,NA,NA,no
58,Thailand,No,NA,No,NA,,USA,2018,NA,NA,yes
59,Trinidad and Tobago,No,NA,No,NA,,USA,2018,NA,NA,yes
60,Tunisia,No,NA,No,NA,,USA,2018,NA,NA,yes
61,Turkey,No,NA,No,NA,,USA,2018,NA,NA,yes
62,Turkmenistan*,No,NA,No,NA,,USA,2018,NA,NA,no
63,Ukraine,No,NA,No,NA,,USA,2018,NA,NA,yes
64,United Kingdom,No,NA,No,NA,,USA,2018,NA,NA,yes
65,Uzbekistan*,No,NA,No,NA,,USA,2018,NA,NA,no
66,Venezuela*,No,NA,No,NA,,USA,2018,NA,NA,no
1,Belgium,No,NA,Yes,NA,,URY,2018,NA,NA,yes
2,Ecuador*,No,NA,Yes,NA,,URY,2018,NA,NA,no
3,Finland,No,NA,Yes,NA,,URY,2018,NA,NA,yes
4,Germany,No,NA,Yes,NA,,URY,2018,NA,NA,yes
5,Hungary,No,NA,Yes,NA,,URY,2018,NA,NA,yes
6,India,No,NA,Yes,NA,,URY,2018,NA,NA,yes
7,Korea,No,NA,Yes,NA,,URY,2018,NA,NA,yes
8,Liechtenstein,No,NA,Yes,NA,,URY,2018,NA,NA,yes
9,Luxembourg,No,NA,Yes,NA,,URY,2018,NA,NA,yes
10,Malta,No,NA,Yes,NA,,URY,2018,NA,NA,yes
11,Mexico,No,NA,Yes,NA,,URY,2018,NA,NA,yes
12,Portugal,No,NA,Yes,NA,,URY,2018,NA,NA,yes
13,Romania,No,NA,Yes,NA,,URY,2018,NA,NA,yes
14,Singapore,No,NA,Yes,NA,,URY,2018,NA,NA,yes
15,Spain,No,NA,Yes,NA,,URY,2018,NA,NA,yes
16,Switzerland,No,NA,Yes,NA,,URY,2018,NA,NA,yes
17,United Arab Emirates,No,NA,Yes,NA,,URY,2018,NA,NA,yes
18,United Kingdom,No,NA,Yes,NA,,URY,2018,NA,NA,yes
19,Viet Nam,No,NA,Yes,NA,,URY,2018,NA,NA,yes
1,Australia,No,NA,No,NA,,VNM,2018,NA,NA,yes
2,Austria,No,NA,No,NA,,VNM,2018,NA,NA,yes
3,Azerbaijan*,No,NA,No,NA,,VNM,2018,NA,NA,no
4,Bangladesh*,No,NA,No,NA,,VNM,2018,NA,NA,no
5,Belarus*,No,NA,No,NA,,VNM,2018,NA,NA,no
6,Belgium,No,NA,No,NA,,VNM,2018,NA,NA,yes
7,Brunei Darussalam,No,NA,No,NA,,VNM,2018,NA,NA,yes
8,Bulgaria,No,NA,No,NA,,VNM,2018,NA,NA,yes
9,Canada,No,NA,No,NA,,VNM,2018,NA,NA,yes
10,China (People's Republic of),No,NA,No,NA,,VNM,2018,NA,NA,yes
11,Chinese Taipei*,No,NA,No,NA,,VNM,2018,NA,NA,no
12,Cuba*,No,NA,No,NA,,VNM,2018,NA,NA,no
13,Czech Republic,No,NA,No,NA,,VNM,2018,NA,NA,yes
14,Democratic People's Republic of Korea*,No,NA,No,NA,,VNM,2018,NA,NA,no
15,Denmark,No,NA,No,NA,,VNM,2018,NA,NA,yes
16,Estonia,No,NA,No,NA,,VNM,2018,NA,NA,yes
17,Finland,No,NA,No,NA,,VNM,2018,NA,NA,yes
18,France,No,NA,No,NA,,VNM,2018,NA,NA,yes
19,Germany,No,NA,No,NA,,VNM,2018,NA,NA,yes
20,Hong Kong (China),No,NA,No,NA,,VNM,2018,NA,NA,yes
21,Hungary,No,NA,No,NA,,VNM,2018,NA,NA,yes
22,Iceland,No,NA,No,NA,,VNM,2018,NA,NA,yes
23,India,No,NA,No,NA,,VNM,2018,NA,NA,yes
24,Indonesia,No,NA,No,NA,,VNM,2018,NA,NA,yes
25,Iran*,No,NA,No,NA,,VNM,2018,NA,NA,no
26,Ireland,No,NA,No,NA,,VNM,2018,NA,NA,yes
27,Israel,No,NA,No,NA,,VNM,2018,NA,NA,yes
28,Italy,No,NA,No,NA,,VNM,2018,NA,NA,yes
29,Japan,No,NA,No,NA,,VNM,2018,NA,NA,yes
30,Kazakhstan,No,NA,No,NA,,VNM,2018,NA,NA,yes
31,Korea,No,NA,No,NA,,VNM,2018,NA,NA,yes
32,Kuwait*,No,NA,No,NA,,VNM,2018,NA,NA,no
33,Lao People’s Democratic Republic*,No,NA,No,NA,,VNM,2018,NA,NA,no
34,Luxembourg,No,NA,No,NA,,VNM,2018,NA,NA,yes
35,Malaysia,No,NA,No,NA,,VNM,2018,NA,NA,yes
36,Malta,No,NA,No,NA,,VNM,2018,NA,NA,yes
37,Mongolia,No,NA,No,NA,,VNM,2018,NA,NA,yes
38,Morocco*,No,NA,No,NA,,VNM,2018,NA,NA,no
39,Mozambique*,No,NA,No,NA,,VNM,2018,NA,NA,no
40,Myanmar*,No,NA,No,NA,,VNM,2018,NA,NA,no
41,Netherlands,No,NA,No,NA,,VNM,2018,NA,NA,yes
42,New Zealand,No,NA,No,NA,,VNM,2018,NA,NA,yes
43,Norway,No,NA,No,NA,,VNM,2018,NA,NA,yes
44,Oman,No,NA,No,NA,,VNM,2018,NA,NA,yes
45,Pakistan,No,NA,No,NA,,VNM,2018,NA,NA,yes
46,Palestinian Authority*,No,NA,No,NA,,VNM,2018,NA,NA,no
47,Panama,No,NA,No,NA,,VNM,2018,NA,NA,yes
48,Philippines*,No,NA,No,NA,,VNM,2018,NA,NA,no
49,Poland,No,NA,No,NA,,VNM,2018,NA,NA,yes
50,Portugal,No,NA,No,NA,,VNM,2018,NA,NA,yes
51,Qatar,No,NA,No,NA,,VNM,2018,NA,NA,yes
52,Romania,No,NA,No,NA,,VNM,2018,NA,NA,yes
53,Russia,No,NA,No,NA,,VNM,2018,NA,NA,yes
54,San Marino,No,NA,No,NA,,VNM,2018,NA,NA,yes
55,Saudi Arabia,No,NA,No,NA,,VNM,2018,NA,NA,yes
56,Serbia,No,NA,No,NA,,VNM,2018,NA,NA,yes
57,Seychelles,No,NA,No,NA,,VNM,2018,NA,NA,yes
58,Singapore,No,NA,No,NA,,VNM,2018,NA,NA,yes
59,Slovak Republic,No,NA,No,NA,,VNM,2018,NA,NA,yes
60,Spain,No,NA,No,NA,,VNM,2018,NA,NA,yes
61,Sri Lanka,No,NA,No,NA,,VNM,2018,NA,NA,yes
62,Sweden,No,NA,No,NA,,VNM,2018,NA,NA,yes
63,Switzerland,No,NA,No,NA,,VNM,2018,NA,NA,yes
64,Thailand,No,NA,No,NA,,VNM,2018,NA,NA,yes
65,Tunisia,No,NA,No,NA,,VNM,2018,NA,NA,yes
66,Turkey,No,NA,No,NA,,VNM,2018,NA,NA,yes
67,Ukraine,No,NA,No,NA,,VNM,2018,NA,NA,yes
68,United Arab Emirates,No,NA,No,NA,,VNM,2018,NA,NA,yes
69,United Kingdom,No,NA,No,NA,,VNM,2018,NA,NA,yes
70,Uruguay,No,NA,No,NA,,VNM,2018,NA,NA,yes
71,Uzbekistan*,No,NA,No,NA,,VNM,2018,NA,NA,no
72,Venezuela*,No,NA,No,NA,,VNM,2018,NA,NA,no
1,Botswana,No,NA,No,NA,,ZMB,2018,NA,NA,yes
2,Canada,No,NA,No,NA,,ZMB,2018,NA,NA,yes
3,China (People's Republic of),No,NA,No,NA,,ZMB,2018,NA,NA,yes
4,Denmark,No,NA,No,NA,,ZMB,2018,NA,NA,yes
5,Finland,No,NA,No,NA,,ZMB,2018,NA,NA,yes
6,France,No,NA,No,NA,,ZMB,2018,NA,NA,yes
7,Germany,No,NA,No,NA,,ZMB,2018,NA,NA,yes
8,India,No,NA,No,NA,,ZMB,2018,NA,NA,yes
9,Ireland,No,NA,No,NA,,ZMB,2018,NA,NA,yes
10,Italy,No,NA,No,NA,,ZMB,2018,NA,NA,yes
11,Japan,No,NA,No,NA,,ZMB,2018,NA,NA,yes
12,Kenya,No,NA,No,NA,,ZMB,2018,NA,NA,yes
13,Mauritius,No,NA,No,NA,,ZMB,2018,NA,NA,yes
14,Netherlands,No,NA,No,NA,,ZMB,2018,NA,NA,yes
15,Norway,No,NA,No,NA,,ZMB,2018,NA,NA,yes
16,Romania,No,NA,No,NA,,ZMB,2018,NA,NA,yes
17,Seychelles,No,NA,No,NA,,ZMB,2018,NA,NA,yes
18,South Africa,No,NA,No,NA,,ZMB,2018,NA,NA,yes
19,Sweden,No,NA,No,NA,,ZMB,2018,NA,NA,yes
20,Switzerland,No,NA,Yes,PPT alone,,ZMB,2018,PPT alone,NA,yes
21,Tanzania,No,NA,No,NA,,ZMB,2018,NA,NA,yes
22,Uganda*,No,NA,No,NA,,ZMB,2018,NA,NA,no
23,United Kingdom,No,NA,No,NA,,ZMB,2018,NA,NA,yes
1,Cyprus*,Yes,PPT alone,N/A N/A,,,AND,2019,PPT alone,NA,no
2,France,No,NA,Yes,NA,,AND,2019,NA,NA,yes
3,Liechtenstein,No,NA,Yes,NA,,AND,2019,NA,NA,yes
4,Luxembourg,No,NA,Yes N/A,,,AND,2019,,NA,yes
5,Malta,No,NA,Yes N/A,,,AND,2019,,NA,yes
6,Portugal,No,NA,Yes N/A,,,AND,2019,,NA,yes
7,Spain,No,NA,Yes N/A,,,AND,2019,,NA,yes
8,United Arab Emirates,No,NA,Yes N/A,,,AND,2019,,NA,yes
1,Switzerland,No,NA,No,NA,,AIA,2019,NA,NA,yes
1,Barbados,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
2,Belize,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
3,Dominica,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
4,Grenada,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
5,Guyana*,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,no
6,Jamaica,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
7,Saint Kitts and Nevis,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
8,Saint Lucia,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
9,Saint Vincent and the Grenadines,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
10,Switzerland,No,NA,No,NA,,ATG,2019,NA,NA,yes
11,Trinidad and Tobago,No,NA,No,NA,CARICOM,ATG,2019,NA,NA,yes
12,United Kingdom,No,NA,No,NA,,ATG,2019,NA,NA,yes
1,Australia,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
2,Belgium,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
3,Bolivia*,No,NA,No,NA,,ARG,2019,NA,NA,no
4,Brazil,Yes,PPT and LOB,N/A,NA,,ARG,2019,PPT and LOB,NA,yes
5,Canada,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
6,Chile,Yes,PPT and LOB,N/A,NA,,ARG,2019,PPT and LOB,NA,yes
7,Denmark,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
8,Finland,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
9,France,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
10,Germany,No,NA,No,NA,,ARG,2019,NA,NA,yes
11,Italy,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
12,Mexico,Yes,PPT and LOB,N/A,NA,,ARG,2019,PPT and LOB,NA,yes
13,Netherlands,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
14,Norway,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
15,Russia,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
16,Spain,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
17,Sweden,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
18,Switzerland,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
19,United Arab Emirates,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
20,United Kingdom,No,NA,Yes,NA,,ARG,2019,NA,NA,yes
1,Austria,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
2,Belarus*,No,NA,Yes,NA,,ARM,2019,NA,NA,no
3,Belgium,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
4,Bulgaria,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
5,Canada,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
6,China (People’s Republic of),No,NA,Yes,NA,,ARM,2019,NA,NA,yes
7,Croatia,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
8,Cyprus*,No,NA,Yes,NA,,ARM,2019,NA,NA,no
9,Czech Republic,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
10,Estonia,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
11,Finland,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
12,France,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
13,Georgia,No,NA,Yes,NA,,ARM,2019,NA,NA,yes
