TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i,paircode,Termination,superseded,ended
7074,NA,China,Netherlands,Original,1987,1989,Terminated,CHN,Upper middle income,East Asia & Pacific,NLD,High income,Europe & Central Asia,0.47,0.36,0.47,0.57,0.5,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,6,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - NLD,2014,NA,2014
7075,NA,"Egypt, Arab Rep.",Switzerland,Original,1987,1989,In Force,EGY,Lower middle income,Middle East & North Africa,CHE,High income,Europe & Central Asia,0.33,0.38,0.34,0.29,0.31,6,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,5,25,15,15,0,12.5,12.5,12.5,0,YES,NO,YES,NO,NA,NO,NO,NA,EGY - CHE,NA,NA,NA
7079,NA,China,Czech Republic,Pre-independence,1987,1988,Terminated,CHN,Upper middle income,East Asia & Pacific,CZE,High income,Europe & Central Asia,0.49,0.38,0.47,0.63,0.53,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - CZE,2011,NA,2011
7080,NA,China,Slovak Republic,Pre-independence,1987,1988,In Force,CHN,Upper middle income,East Asia & Pacific,SVK,High income,Europe & Central Asia,0.49,0.38,0.47,0.63,0.53,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - SVK,NA,NA,NA
7082,NA,Armenia,Malaysia,Pre-independence,1987,1989,In Force,ARM,Upper middle income,Europe & Central Asia,MYS,Upper middle income,East Asia & Pacific,0.34,0.33,0.56,0.13,0.29,12,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,ARM - MYS,NA,NA,NA
7083,NA,Azerbaijan,Malaysia,Pre-independence,1987,1989,In Force,AZE,Upper middle income,Europe & Central Asia,MYS,Upper middle income,East Asia & Pacific,0.34,0.33,0.56,0.13,0.29,12,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,AZE - MYS,NA,NA,NA
7085,NA,Georgia,Malaysia,Pre-independence,1987,1989,In Force,GEO,Upper middle income,Europe & Central Asia,MYS,Upper middle income,East Asia & Pacific,0.38,0.33,0.69,0.13,0.35,12,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,GEO - MYS,NA,NA,NA
7087,NA,Kyrgyz Republic,Malaysia,Pre-independence,1987,1989,Terminated,KGZ,Lower middle income,Europe & Central Asia,MYS,Upper middle income,East Asia & Pacific,0.38,0.33,0.69,0.13,0.35,12,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,KGZ - MYS,NA,NA,NA
7088,NA,Malaysia,Moldova,Pre-independence,1987,1989,In Force,MYS,Upper middle income,East Asia & Pacific,MDA,Lower middle income,Europe & Central Asia,0.38,0.33,0.69,0.13,0.35,12,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,MYS - MDA,NA,NA,NA
7090,NA,Malaysia,Tajikistan,Pre-independence,1987,1989,Terminated,MYS,Upper middle income,East Asia & Pacific,TJK,Low income,Europe & Central Asia,0.38,0.33,0.69,0.13,0.35,12,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,MYS - TJK,NA,NA,NA
7091,NA,Malaysia,Turkmenistan,Pre-independence,1987,1989,Terminated,MYS,Upper middle income,East Asia & Pacific,TKM,Upper middle income,Europe & Central Asia,0.34,0.33,0.56,0.13,0.29,12,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,MYS - TKM,NA,NA,NA
7092,NA,Malaysia,Ukraine,Pre-independence,1987,1989,In Force,MYS,Upper middle income,East Asia & Pacific,UKR,Lower middle income,Europe & Central Asia,0.38,0.33,0.69,0.13,0.35,12,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,MYS - UKR,NA,NA,NA
7093,NA,Malaysia,Uzbekistan,Pre-independence,1987,1989,Terminated,MYS,Upper middle income,East Asia & Pacific,UZB,Lower middle income,Europe & Central Asia,0.38,0.33,0.69,0.13,0.35,12,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,0,NA,0,15,15,10,15,10,0,NO,NO,NO,NO,YES,NO,NO,NA,MYS - UZB,NA,NA,NA
7094,NA,France,Trinidad and Tobago,Original,1987,1990,In Force,FRA,High income,Europe & Central Asia,TTO,High income,Latin America & Caribbean,0.33,0.49,0.34,0.17,0.33,6,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,10,10,15,10,10,10,0,10,10,NA,NA,YES,NO,NO,NO,NO,NA,FRA - TTO,NA,NA,NA
7095,NA,India,Indonesia,Original,1987,1988,Terminated,IND,Lower middle income,South Asia,IDN,Lower middle income,East Asia & Pacific,0.65,0.47,0.97,0.5,0.71,6,YES,3,NO,NO,YES,YES,YES,YES,YES,NO,10,25,15,10,10,15,15,15,0,NO,NO,YES,NO,YES,NO,NO,NA,IND - IDN,2016,NA,2016
7100,NA,Romania,Tunisia,Original,1987,1989,In Force,ROU,Upper middle income,Europe & Central Asia,TUN,Lower middle income,Middle East & North Africa,0.26,0.58,0.09,0.13,0.18,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,12,NA,12,10,10,12,12,12,12,NO,NO,YES,NO,NO,NO,NO,NA,ROU - TUN,NA,NA,NA
7101,NA,Armenia,Finland,Pre-independence,1987,1987,Terminated,ARM,Upper middle income,Europe & Central Asia,FIN,High income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,ARM - FIN,1991,NA,1991
7102,NA,Azerbaijan,Finland,Pre-independence,1987,1987,Terminated,AZE,Upper middle income,Europe & Central Asia,FIN,High income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,AZE - FIN,1991,NA,1991
7104,NA,Finland,Georgia,Pre-independence,1987,1987,Terminated,FIN,High income,Europe & Central Asia,GEO,Upper middle income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,FIN - GEO,NA,NA,NA
7106,NA,Finland,Kyrgyz Republic,Pre-independence,1987,1987,Terminated,FIN,High income,Europe & Central Asia,KGZ,Lower middle income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,FIN - KGZ,NA,NA,NA
7107,NA,Finland,Moldova,Pre-independence,1987,1987,Terminated,FIN,High income,Europe & Central Asia,MDA,Lower middle income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,FIN - MDA,NA,NA,NA
7109,NA,Finland,Tajikistan,Pre-independence,1987,1987,Terminated,FIN,High income,Europe & Central Asia,TJK,Low income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,FIN - TJK,NA,NA,NA
7110,NA,Finland,Turkmenistan,Pre-independence,1987,1987,Terminated,FIN,High income,Europe & Central Asia,TKM,Upper middle income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,FIN - TKM,NA,NA,NA
7111,NA,Finland,Ukraine,Pre-independence,1987,1987,Terminated,FIN,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,FIN - UKR,1995,NA,1995
7112,NA,Finland,Uzbekistan,Pre-independence,1987,1987,Terminated,FIN,High income,Europe & Central Asia,UZB,Lower middle income,Europe & Central Asia,0,0,0,0,0,36,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,FIN - UZB,NA,NA,NA
7113,NA,Finland,Indonesia,Original,1987,1990,Superseded,FIN,High income,Europe & Central Asia,IDN,Lower middle income,East Asia & Pacific,0.64,0.45,0.97,0.5,0.71,6,YES,3,NO,NO,YES,YES,YES,YES,NO,NO,10,25,15,10,10,15,10,15,0,YES,NO,YES,NO,YES,NO,NO,NA,FIN - IDN,NA,2019,2019
7115,NA,Romania,Syrian Arab Republic,Original,1987,1993,Terminated,ROU,Upper middle income,Europe & Central Asia,SYR,Low income,Middle East & North Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROU - SYR,NA,NA,NA
7117,NA,"Egypt, Arab Rep.",Germany,Original,1987,1992,In Force,EGY,Lower middle income,Middle East & North Africa,DEU,High income,Europe & Central Asia,0.44,0.56,0.34,0.43,0.38,6,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,15,NA,15,15,15,15,15,15,0,YES,YES,YES,NO,YES,NO,NO,NA,EGY - DEU,NA,NA,NA
7118,NA,Armenia,Belgium,Pre-independence,1987,1990,Terminated,ARM,Upper middle income,Europe & Central Asia,BEL,High income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,ARM - BEL,1991,NA,1991
7119,NA,Azerbaijan,Belgium,Pre-independence,1987,1990,Terminated,AZE,Upper middle income,Europe & Central Asia,BEL,High income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,AZE - BEL,1991,NA,1991
7121,NA,Belgium,Georgia,Pre-independence,1987,1990,Terminated,BEL,High income,Europe & Central Asia,GEO,Upper middle income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NA,NO,NO,NO,NA,BEL - GEO,1996,NA,1996
7123,NA,Belgium,Kyrgyz Republic,Pre-independence,1987,1990,In Force,BEL,High income,Europe & Central Asia,KGZ,Lower middle income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NA,NO,NO,NO,NA,BEL - KGZ,NA,NA,NA
7124,NA,Belgium,Moldova,Pre-independence,1987,1990,In Force,BEL,High income,Europe & Central Asia,MDA,Lower middle income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NA,NO,NO,NO,NA,BEL - MDA,NA,NA,NA
7126,NA,Belgium,Tajikistan,Pre-independence,1987,1990,In Force,BEL,High income,Europe & Central Asia,TJK,Low income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NA,NO,NO,NO,NA,BEL - TJK,NA,NA,NA
7127,NA,Belgium,Turkmenistan,Pre-independence,1987,1990,In Force,BEL,High income,Europe & Central Asia,TKM,Upper middle income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,BEL - TKM,NA,NA,NA
7128,NA,Belgium,Ukraine,Pre-independence,1987,1990,Terminated,BEL,High income,Europe & Central Asia,UKR,Lower middle income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NA,NO,NO,NO,NA,BEL - UKR,1999,NA,1999
7129,NA,Belgium,Uzbekistan,Pre-independence,1987,1990,Terminated,BEL,High income,Europe & Central Asia,UZB,Lower middle income,Europe & Central Asia,0.09,0.28,0,0,0,24,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,0,0,0,0,0,NO,NO,NO,NA,NO,NO,NO,NA,BEL - UZB,1996,NA,1996
7132,NA,Jordan,Tunisia,Original,1988,1990,In Force,JOR,Upper middle income,Middle East & North Africa,TUN,Lower middle income,Middle East & North Africa,0.49,0.75,0.22,0.5,0.33,6,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO LIMIT,NA,NO LIMIT,NO LIMIT,NO LIMIT,NO LIMIT,NO LIMIT,NO LIMIT,0,YES,YES,YES,NO,NA,NO,NO,NA,JOR - TUN,NA,NA,NA
7136,NA,Brazil,India,Original,1988,1993,Superseded,BRA,Upper middle income,Latin America & Caribbean,IND,Lower middle income,South Asia,0.49,0.75,0.47,0.25,0.41,6,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,15,NA,15,15,15,15,15,15,15,NO,NO,YES,NO,YES,NO,NO,NA,BRA - IND,NA,2016,2016
7140,NA,China,Poland,Original,1988,1990,In Force,CHN,Upper middle income,East Asia & Pacific,POL,High income,Europe & Central Asia,0.47,0.36,0.47,0.57,0.5,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,7,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - POL,NA,NA,NA
7141,NA,India,Sweden,Original,1988,1989,Terminated,IND,Lower middle income,South Asia,SWE,High income,Europe & Central Asia,0.78,0.88,0.72,0.75,0.76,6,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,15,10,25,15,10,20,20,20,20,NO,NO,YES,YES,YES,NO,NO,NA,IND - SWE,1997,NA,1997
7142,NA,Algeria,Libya,Original,1988,NA,In Force,DZA,Upper middle income,Middle East & North Africa,LBY,Upper middle income,Middle East & North Africa,0.57,0.75,0.63,0.33,0.47,0,YES,0,NO,NO,NO,NO,NO,NO,NO,NO,NO LIMIT,NA,NO LIMIT,NO LIMIT,NO LIMIT,NO LIMIT,NO LIMIT,NO LIMIT,0,NA,NA,YES,NO,YES,NO,NO,NA,DZA - LBY,NA,NA,NA
7144,NA,Indonesia,United States,Original,1988,1990,Superseded,IDN,Lower middle income,East Asia & Pacific,USA,High income,North America,0.66,0.54,0.85,0.57,0.69,4,YES,4,NO,NO,YES,YES,NO,YES,YES,NO,15,NA,15,15,15,15,15,10,0,NO,NO,YES,NA,YES,NO,YES,NA,IDN - USA,NA,1996,1996
7145,NA,Indonesia,Norway,Original,1988,1991,In Force,IDN,Lower middle income,East Asia & Pacific,NOR,High income,Europe & Central Asia,0.68,0.46,0.97,0.63,0.76,6,YES,3,NO,NO,YES,YES,YES,YES,YES,NO,15,NA,15,10,10,10,15,10,0,YES,YES,YES,NO,YES,NO,NO,NA,IDN - NOR,NA,NA,NA
7146,NA,India,Netherlands,Original,1988,1987,Superseded,IND,Lower middle income,South Asia,NLD,High income,Europe & Central Asia,0.67,0.84,0.59,0.57,0.63,6,NO,NO,NO,NO,YES,NO,YES,NO,YES,YES,15,NA,15,15,10,20,20,20,20,YES,NO,YES,NO,NA,NO,NO,NA,IND - NLD,NA,2011,2011
7147,NA,Indonesia,Switzerland,Original,1988,1990,Superseded,IDN,Lower middle income,East Asia & Pacific,CHE,High income,Europe & Central Asia,0.54,0.5,0.84,0.29,0.63,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,10,25,15,10,10,12.5,12.5,12.5,5,NO,NO,YES,NO,NA,NO,NO,NA,IDN - CHE,NA,2008,2008
7149,NA,"Korea, Rep.",Tunisia,Original,1988,1990,In Force,KOR,High income,East Asia & Pacific,TUN,Lower middle income,Middle East & North Africa,0.33,0.53,0.34,0.13,0.24,6,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,15,NA,15,12,12,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA,KOR - TUN,NA,NA,NA
7150,NA,Sweden,Thailand,Original,1988,1990,In Force,SWE,High income,Europe & Central Asia,THA,Upper middle income,East Asia & Pacific,0.73,0.59,0.86,0.75,0.76,3,YES,6,NO,NO,YES,NO,YES,YES,NO,YES,15,25,NO LIMIT,25,10,15,15,15,0,YES,YES,YES,YES,YES,NO,NO,NA,SWE - THA,NA,NA,NA
7155,NA,Indonesia,"Korea, Rep.",Original,1988,1990,Superseded,IDN,Lower middle income,East Asia & Pacific,KOR,High income,East Asia & Pacific,0.6,0.47,0.97,0.38,0.65,6,YES,3,NO,NO,YES,YES,YES,YES,YES,NO,10,25,15,10,10,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA,IDN - KOR,NA,2019,2019
7156,NA,Australia,China,Original,1988,1991,In Force,AUS,High income,East Asia & Pacific,CHN,Upper middle income,East Asia & Pacific,0.51,0.44,0.47,0.63,0.53,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,15,NA,15,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,AUS - CHN,NA,NA,NA
7157,NA,Armenia,India,Pre-independence,1988,1990,Terminated,ARM,Upper middle income,Europe & Central Asia,IND,Lower middle income,South Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,ARM - IND,1991,NA,1991
7158,NA,Azerbaijan,India,Pre-independence,1988,1990,In Force,AZE,Upper middle income,Europe & Central Asia,IND,Lower middle income,South Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,AZE - IND,NA,NA,NA
7159,NA,Belarus,India,Pre-independence,1988,1990,Terminated,BLR,Upper middle income,Europe & Central Asia,IND,Lower middle income,South Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,BLR - IND,NA,NA,NA
7160,NA,Georgia,India,Pre-independence,1988,1990,Terminated,GEO,Upper middle income,Europe & Central Asia,IND,Lower middle income,South Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,GEO - IND,1991,NA,1991
7161,NA,India,Kazakhstan,Pre-independence,1988,1990,Terminated,IND,Lower middle income,South Asia,KAZ,Upper middle income,Europe & Central Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - KAZ,NA,NA,NA
7162,NA,India,Kyrgyz Republic,Pre-independence,1988,1990,Terminated,IND,Lower middle income,South Asia,KGZ,Lower middle income,Europe & Central Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - KGZ,NA,NA,NA
7163,NA,India,Moldova,Pre-independence,1988,1990,In Force,IND,Lower middle income,South Asia,MDA,Lower middle income,Europe & Central Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - MDA,NA,NA,NA
7164,NA,India,Russian Federation,Original,1988,1990,Terminated,IND,Lower middle income,South Asia,RUS,Upper middle income,Europe & Central Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - RUS,1998,NA,1998
7165,NA,India,Tajikistan,Pre-independence,1988,1990,Terminated,IND,Lower middle income,South Asia,TJK,Low income,Europe & Central Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - TJK,2009,NA,2009
7166,NA,India,Turkmenistan,Pre-independence,1988,1990,Terminated,IND,Lower middle income,South Asia,TKM,Upper middle income,Europe & Central Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - TKM,NA,NA,NA
7167,NA,India,Ukraine,Pre-independence,1988,1990,Terminated,IND,Lower middle income,South Asia,UKR,Lower middle income,Europe & Central Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - UKR,NA,NA,NA
7168,NA,India,Uzbekistan,Pre-independence,1988,1990,Terminated,IND,Lower middle income,South Asia,UZB,Lower middle income,Europe & Central Asia,0.65,0.85,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,15,20,15,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - UZB,NA,NA,NA
7169,NA,Bosnia and Herzegovina,China,Pre-independence,1988,1990,In Force,BIH,Upper middle income,Europe & Central Asia,CHN,Upper middle income,East Asia & Pacific,0.38,0.38,0.34,0.43,0.38,6,NO,6,YES,YES,NO,NO,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,BIH - CHN,NA,NA,NA
7171,NA,China,Croatia,Pre-independence,1988,1990,Terminated,CHN,Upper middle income,East Asia & Pacific,HRV,High income,Europe & Central Asia,0.38,0.38,0.34,0.43,0.38,6,NO,6,YES,YES,NO,NO,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - HRV,2001,NA,2001
7173,NA,China,Slovenia,Pre-independence,1988,1990,Terminated,CHN,Upper middle income,East Asia & Pacific,SVN,High income,Europe & Central Asia,0.38,0.38,0.34,0.43,0.38,6,NO,6,YES,YES,NO,NO,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - SVN,1995,NA,1995
7174,NA,China,North Macedonia,Pre-independence,1988,1990,Terminated,CHN,Upper middle income,East Asia & Pacific,MKD,Upper middle income,Europe & Central Asia,0.38,0.38,0.34,0.43,0.38,6,NO,6,YES,YES,NO,NO,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - MKD,1997,NA,1997
7177,NA,Denmark,"Egypt, Arab Rep.",Original,1989,1991,Superseded,DNK,High income,Europe & Central Asia,EGY,Lower middle income,Middle East & North Africa,0.45,0.63,0.09,0.63,0.35,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,15,20,20,20,0,YES,YES,YES,YES,YES,NO,NO,NA,DNK - EGY,NA,2020,2020
7178,NA,Indonesia,Sweden,Original,1989,1990,Superseded,IDN,Lower middle income,East Asia & Pacific,SWE,High income,Europe & Central Asia,0.68,0.45,0.97,0.63,0.76,6,YES,3,NO,NO,YES,YES,YES,YES,YES,NO,10,25,15,10,10,15,15,10,0,NO,NO,YES,YES,YES,NO,NO,NA,IDN - SWE,NA,2019,2019
7179,NA,Brazil,"Korea, Rep.",Original,1989,1992,Superseded,BRA,Upper middle income,Latin America & Caribbean,KOR,High income,East Asia & Pacific,0.45,0.75,0.09,0.5,0.35,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,15,15,15,15,15,YES,YES,YES,NO,YES,NO,NO,NA,BRA - KOR,NA,2017,2017
7180,NA,India,Japan,Original,1989,1990,Superseded,IND,Lower middle income,South Asia,JPN,High income,East Asia & Pacific,0.65,0.84,0.59,0.5,0.59,6,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,NA,15,15,10,20,20,20,20,YES,YES,YES,NO,YES,NO,NO,NA,IND - JPN,NA,2005,2005
7181,NA,Denmark,India,Original,1989,1990,Superseded,DNK,High income,Europe & Central Asia,IND,Lower middle income,South Asia,0.82,0.88,0.72,0.88,0.82,6,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,15,25,25,15,10,20,20,20,20,YES,YES,YES,YES,YES,NO,YES,NA,DNK - IND,NA,2014,2014
7182,NA,Faroe Islands,India,Original,1989,1990,In Force,FRO,High income,Europe & Central Asia,IND,Lower middle income,South Asia,0.82,0.88,0.72,0.88,0.82,6,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,15,25,25,15,10,20,20,20,20,YES,YES,YES,YES,YES,NO,YES,NA,FRO - IND,NA,NA,NA
7183,NA,Ecuador,France,Original,1989,1993,In Force,ECU,Upper middle income,Latin America & Caribbean,FRA,High income,Europe & Central Asia,0.28,0.53,0.06,0.25,0.12,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,10,15,15,15,0,YES,NO,YES,NO,NO,NO,NO,NA,ECU - FRA,NA,NA,NA
7184,NA,"Egypt, Arab Rep.",Morocco,Original,1989,1993,In Force,EGY,Lower middle income,Middle East & North Africa,MAR,Lower middle income,Middle East & North Africa,0.41,0.39,0.34,0.5,0.41,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,10,25,12.5,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,EGY - MAR,NA,NA,NA
7187,NA,Hungary,Thailand,Original,1989,1990,In Force,HUN,High income,Europe & Central Asia,THA,Upper middle income,East Asia & Pacific,0.69,0.59,0.72,0.75,0.71,6,YES,6,YES,YES,YES,YES,YES,YES,YES,YES,15,25,NO LIMIT,25,10,15,15,15,0,NO,NO,YES,YES,YES,NO,NO,NA,HUN - THA,NA,NA,NA
