response,detailed_explanation,links,new_row,iso3c,date,year,short_codes,taxpayer_friendly_answers,action_14,action_14_numbers,category,comb_rate,number_treaties,taxpayer_friendliness
yes,"The Curaçao CA is, pursuant to its domestic legislation, allowed to deviate from its domestic legislation regarding interest charges and refunds in case of a mutual agreement procedures. We refer to paragraph 16 of the MAP-guidelines.","Available 
in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",26,CUW,2021-07-21,2021,interest_penalties,,NA,NA,resolution,22,1,1
no,Curacao does not have a separate MAP office. MAP requests are being handled by the office of Fiscal Affairs.,-,27,CUW,2021-07-21,2021,roles_public,,NA,NA,resolution,22,1,0
no,"Currently MAP arbitration is not available in the agreement with Norway. However, it is available in the agreement with the Netherlands. For the future Curaçao has the policy to incorporate an arbitration clause – based on article 25(5) of the OECD Model Convention – in all of its double tax convention. This of course in dialogue with the treaty partner.",-,28,CUW,2021-07-21,2021,arbitration_any_treaty,,NA,NA,resolution,22,1,0
no,-,-,29,CUW,2021-07-21,2021,arbitration_constitutional_limit,,NA,NA,resolution,22,1,1
yes,-,-,30,CUW,2021-07-21,2021,arbitration_treaty_policy,,NA,NA,resolution,22,1,1
no,We refer to paragraph 8 of our MAP-guidelines. Available,"in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",31,CUW,2021-07-21,2021,domestic_remedies_info,,bp,[B.P.10],resolution,22,1,0
yes,"We refer to paragraph 8 of the MAP-guidelines, where is stated that a regular MAP procedure would normally start after all domestic administrative and judicial remedies have been exhausted. So regardless of the outcome of a court case Curacao will give access to MAP and can deviate from the decision of its domestic court.","Available 
in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",32,CUW,2021-07-21,2021,domestic_remedies_binding_info,,NA,NA,resolution,22,1,1
yes,Annex-A of the MAP-guidelines defines what information needs to be included a request for the initiation of the mutual agreement procedure. This specifically mentions that it may concern multiple tax years.,"Available 
in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",33,CUW,2021-07-21,2021,multi_year_resolution,,bp,[B.P.9],resolution,22,1,1
no,"The tax treaty with Norway is an older convention which does not include this provision. However, Curaçao believes that corresponding adjustment should be granted even in the absence equivalent of article 9, paragraph 2, of the OECD Model Convention. Corresponding adjustments should be granted following the application of the mutual agreement procedure of article 25 of the OECD Model Convention.",-,34,CUW,2021-07-21,2021,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,22,1,0
no,-,-,35,CUW,2021-07-21,2021,resolution_other_info,,NA,NA,resolution,22,1,NA
no,-,-,36,CUW,2021-07-21,2021,additional_tax_timeframe_info,,NA,NA,implementation,22,1,0
no,-,-,37,CUW,2021-07-21,2021,refund_timeframe_info,,NA,NA,implementation,22,1,0
yes,"Both BRNC and the Treaty with Norway includes this, in accordance with the last sentence of article 25, paragraph 2 of the OECD Model Convention. We refer to paragraph 8 and 11 of the MAP-guidelines.","Available 
in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",38,CUW,2021-07-21,2021,implementation_notwithstanding_time,,min_std_mod,NA,implementation,22,1,1
no,-,-,39,CUW,2021-07-21,2021,implementation_other_info,,NA,NA,implementation,22,1,NA
no,-,-,1,CZE,2016-09-08,2016,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,19,96,0
yes,-,Income Tax Act (§ 38nc),2,CZE,2016-09-08,2016,bil_apa_available,,bp,[B.P.1],preventing_disputes,19,96,1
no,-,-,3,CZE,2016-09-08,2016,bil_apa_roll_back,,NA,NA,preventing_disputes,19,96,0
yes,Until the end of the tax year for which is requested.,Guidance D-333,4,CZE,2016-09-08,2016,bil_apa_timeline,,NA,NA,preventing_disputes,19,96,0
yes,-,Guidance D-333,5,CZE,2016-09-08,2016,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,19,96,1
yes,"CZK 10 000,-.",-,6,CZE,2016-09-08,2016,bil_apa_fees,,NA,NA,preventing_disputes,19,96,0
no,-,-,7,CZE,2016-09-08,2016,bil_apa_statistics,,NA,NA,preventing_disputes,19,96,0
yes,-,-,8,CZE,2016-09-08,2016,training_officials,,bp,[B.P.4],preventing_disputes,19,96,1
no,-,-,9,CZE,2016-09-08,2016,other_info_available,,NA,NA,preventing_disputes,19,96,NA
yes,-,-,10,CZE,2016-09-08,2016,access_tp,,min_std,[B.3],availability_access,19,96,1
yes,-,-,11,CZE,2016-09-08,2016,access_anti_abuse_treaty,,NA,NA,availability_access,19,96,1
yes,-,-,12,CZE,2016-09-08,2016,access_anti_abuse_domestic,,NA,NA,availability_access,19,96,1
yes,-,-,13,CZE,2016-09-08,2016,access_audit_settlement,,min_std_mod,[B.5],availability_access,19,96,1
yes,-,-,14,CZE,2016-09-08,2016,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,19,96,1
no,-,-,15,CZE,2016-09-08,2016,access_other,,NA,NA,availability_access,19,96,1
yes,-,-,16,CZE,2016-09-08,2016,access_domestic_remedies,,NA,NA,availability_access,19,96,1
yes,"However, competent authority is obliged to respect a court decision.",-,17,CZE,2016-09-08,2016,access_domestic_decision,,NA,NA,availability_access,19,96,1
partial,"For all MAP cases, these rules and guidelines are now in preparation. In TP cases, the taxpayer should submit the TP documentation according to Guidance D-334.",Guidance D-334,18,CZE,2016-09-08,2016,access_info_public,,min_std,[B.6],availability_access,19,96,0.5
no,The time limits follow from each individual DTT.,-,19,CZE,2016-09-08,2016,access_timeline,,NA,NA,availability_access,19,96,1
no,-,-,20,CZE,2016-09-08,2016,guidance_multilateral_map,,bp,[B.P.7],availability_access,19,96,0
no,Taxpayer may ask local tax authority for postponing of the payment of the tax concerned.,-,21,CZE,2016-09-08,2016,tax_collection_suspended,,bp_mod,NA,availability_access,19,96,0
no,-,-,22,CZE,2016-09-08,2016,access_fees,,NA,NA,availability_access,19,96,1
detailed_explanation,"For all MAP cases, the rules guidelines and procedures on how taxpayers can access and use MAP are now in preparation. The availability of MAP is of course mentioned in each individual DTT",-,23,CZE,2016-09-08,2016,access_other_info,,NA,NA,availability_access,19,96,NA
no,-,-,24,CZE,2016-09-08,2016,resolution_timeframes,,min_std,NA,resolution,19,96,0
no,-,-,25,CZE,2016-09-08,2016,map_statistics,,NA,NA,resolution,19,96,0
yes,Penalties or interests follow the destiny of the tax.,-,26,CZE,2016-09-08,2016,interest_penalties,,NA,NA,resolution,19,96,1
no,-,-,27,CZE,2016-09-08,2016,roles_public,,NA,NA,resolution,19,96,0
no,For TP cases submitted according to the Arbitrage Convention.,-,28,CZE,2016-09-08,2016,arbitration_any_treaty,,NA,NA,resolution,19,96,0
no,-,-,29,CZE,2016-09-08,2016,arbitration_constitutional_limit,,NA,NA,resolution,19,96,1
no,-,-,30,CZE,2016-09-08,2016,arbitration_treaty_policy,,NA,NA,resolution,19,96,0
no,The issue should be mentioned in prepared guidance.,-,31,CZE,2016-09-08,2016,domestic_remedies_info,,bp,[B.P.10],resolution,19,96,0
n/a,-,-,32,CZE,2016-09-08,2016,domestic_remedies_binding_info,,NA,NA,resolution,19,96,0
yes,-,-,33,CZE,2016-09-08,2016,multi_year_resolution,,bp,[B.P.9],resolution,19,96,1
no,"The Czech Republic reserved the right not to insert par. 2 of Article 9 in its conventions. However, nothing prevents taxpayer to present the case according to the MAP Article.",-,34,CZE,2016-09-08,2016,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,19,96,0
no,-,-,35,CZE,2016-09-08,2016,resolution_other_info,,NA,NA,resolution,19,96,NA
yes,-,-,36,CZE,2016-09-08,2016,additional_tax_timeframe_info,,NA,NA,implementation,19,96,1
yes,-,-,37,CZE,2016-09-08,2016,refund_timeframe_info,,NA,NA,implementation,19,96,1
no,It depends on the text of the DTT. If the sentence “Any agreement reached shall be implemented notwithstanding any time limits in the domestic law of the Contracting States.” is not included in the text of the DTT we respect domestic time limits.,-,38,CZE,2016-09-08,2016,implementation_notwithstanding_time,,min_std_mod,NA,implementation,19,96,0
no,-,-,39,CZE,2016-09-08,2016,implementation_other_info,,NA,NA,implementation,19,96,NA
yes,"In the legal guide, Den Juridiske Vejledning, on www.skat.dk","General agreements on DTC (in 
Danish only)",1,DNK,2019-08-29,2019,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,22,80,1
yes,"Only on the basis of each DTC’s article equivalent to article 25 of the OECD Model Tax Convention. Read more in the legal guide, Den Juridiske Vejledning, on www.skat.dk","Advance Pricing Arrangement (in 
Danish only) 
About transfer pricing (in English) 
About transfer pricing  (in Danish)",2,DNK,2019-08-29,2019,bil_apa_available,,bp,[B.P.1],preventing_disputes,22,80,1
yes,Both the financial year of the submission of the APA request and earlier financial years if the other CA accepts the same changes.,APA roll back (in Danish),3,DNK,2019-08-29,2019,bil_apa_roll_back,,NA,NA,preventing_disputes,22,80,1
no,Expired tax years preceding the submission of the APA request will be considered to be roll back years.,-,4,DNK,2019-08-29,2019,bil_apa_timeline,,NA,NA,preventing_disputes,22,80,1
yes,"In the legal guide, Den Juridiske Vejledning, on www.skat.dk A request for a bilateral or multilateral APA must be submitted in writing (email requests are accepted) and must as a minimum contain: A description of the company, the group and the market, a description of the controlled transactions including an analysis of functions, assets and risks of each party to the transactions, a comparability study, a choice of transfer pricing method and how it will be implemented including critical assumptions and annual APA compliance reports.","Advance Pricing Arrangement (in 
Danish only) 
About transfer pricing  (in English) 
About transfer pricing(in Danish)",5,DNK,2019-08-29,2019,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,22,80,1
no,Not in Denmark but the other country may charge a fee to their taxpayer.,-,6,DNK,2019-08-29,2019,bil_apa_fees,,NA,NA,preventing_disputes,22,80,1
no,Only the total number of APA’s reached and the number of cases under scrutiny at the end of the year in the annual report to the Danish Parliament and in the statistics publications from the EU.,Search: Transfer pricing-redegørelse,7,DNK,2019-08-29,2019,bil_apa_statistics,,NA,NA,preventing_disputes,22,80,0
yes,Concerning transfer pricing: Through the prescribed use of the OECD Transfer Pricing Guidelines as the basis for all transfer pricing adjustments and through biannual seminars for all transfer pricing auditors/examiners.,-,8,DNK,2019-08-29,2019,training_officials,,bp,[B.P.4],preventing_disputes,22,80,1
no,-,-,9,DNK,2019-08-29,2019,other_info_available,,NA,NA,preventing_disputes,22,80,NA
yes,Both according to most DTC and within the EU according to the EU Arbitration Convention.,"On MAP in transfer pricing cases 
(SKAT's legal guide in Danish) 
  About transfer pricing(in English) 
About transfer pricing(in Danish)",10,DNK,2019-08-29,2019,access_tp,,min_std,[B.3],availability_access,22,80,1
yes,If a specific DTC contains a treaty anti-abuse clause the issue can still be discussed between the two competent authorities.,-,11,DNK,2019-08-29,2019,access_anti_abuse_treaty,,NA,NA,availability_access,22,80,1
yes,-,-,12,DNK,2019-08-29,2019,access_anti_abuse_domestic,,NA,NA,availability_access,22,80,1
yes,An audit settlement is not an obstacle for MAP.,-,13,DNK,2019-08-29,2019,access_audit_settlement,,min_std_mod,[B.5],availability_access,22,80,1
yes,If the bona fide adjustment can be documented by an official document from the other tax jurisdiction.,-,14,DNK,2019-08-29,2019,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,22,80,1
no,-,-,15,DNK,2019-08-29,2019,access_other,,NA,NA,availability_access,22,80,1
yes,"In principle, the two instruments can be handled in parallel but often the taxpayer makes a protective request/complaint to stay within the time limits of both instruments and asks either the judicial party or the competent authority not to proceed before the other party has terminated the preferred instrument.",-,16,DNK,2019-08-29,2019,access_domestic_remedies,,NA,NA,availability_access,22,80,1
yes,"If the adjustment of the Danish Tax Agency is confirmed by the court, the taxpayer can still request a MAP to relieve the double taxation, fully or partially. If the judicial or administrative remedies lead to the cancellation of the adjustment, there is no double taxation and no reason for requesting a MAP.","About parallel access to MAP and 
national legal remedies (the legal 
guide only in Danish)",17,DNK,2019-08-29,2019,access_domestic_decision,,NA,NA,availability_access,22,80,1
yes,There are no specific format requirements. Only a list of types of information and documentation to include with the MAP request.,"On MAP requests in general (the 
legal guide, only in Danish) 
On the EU Arbitration Convention 
(the legal guide, only in Danish)",18,DNK,2019-08-29,2019,access_info_public,,min_std,[B.6],availability_access,22,80,1
yes,Within the time limit of the specific DTC equivalent to article 25 (1) second sentence. In most cases 3 years from the date of the tax adjustment decision.,"On time limitations for MAP 
requests (the legal guide, only in 
Danish) 
Dobbeltbeskatningsoverenskomster",19,DNK,2019-08-29,2019,access_timeline,,NA,NA,availability_access,22,80,0
no,Denmark is not against multilateral MAP but has no experience in this field.,-,20,DNK,2019-08-29,2019,guidance_multilateral_map,,bp,[B.P.7],availability_access,22,80,0
yes,The taxpayer can apply for a suspension of the tax collection upon the submission of a MAP request.,"On suspension on tax collection 
(henstand) (the legal guide, only in 
Danish).",21,DNK,2019-08-29,2019,tax_collection_suspended,,bp_mod,NA,availability_access,22,80,1
no,-,-,22,DNK,2019-08-29,2019,access_fees,,NA,NA,availability_access,22,80,1
no,-,-,23,DNK,2019-08-29,2019,access_other_info,,NA,NA,availability_access,22,80,NA
yes,24 months.,-,24,DNK,2019-08-29,2019,resolution_timeframes,,min_std,NA,resolution,22,80,1
yes,Only communicated to the OECD and the EU and published by these organisations.,-,25,DNK,2019-08-29,2019,map_statistics,,NA,NA,resolution,22,80,1
yes,Possible in some specific non transfer pricing cases.,-,26,DNK,2019-08-29,2019,interest_penalties,,NA,NA,resolution,22,80,1
yes,The role and responsibility of the competent authority are described in the legal guide on www.skat.dk .,"About the competent authority in 
the legal guide (in Danish only)",27,DNK,2019-08-29,2019,roles_public,,NA,NA,resolution,22,80,1
yes,"Only in the EU Arbitration Convention, which only covers cases about transfer pricing and attribution of profits to PE’s. From 1 July 2019, arbitration will also be possible under the EU Arbitration Directive. Subject to approval by the Danish parliament, Denmark will choose to apply Part VI (Arbitration) of the MLI. Arbitration under the MLI will, if Part VI is applied, be an option, and the arbitration clauses in Denmark’s tax treaties with Israel, Switzerland and the new treaty with Japan will become effective once arbitration provisions under the MLI become effective between Denmark and another country.",-,28,DNK,2019-08-29,2019,arbitration_any_treaty,,NA,NA,resolution,22,80,1
n/a,-,-,29,DNK,2019-08-29,2019,arbitration_constitutional_limit,,NA,NA,resolution,22,80,0
n/a,-,NA,30,DNK,2019-08-29,2019,arbitration_treaty_policy,,NA,NA,resolution,22,80,0
yes,Both access to MAP and to the domestic Tax Tribunal is explained as parallel options in the Danish Tax Agency’s final transfer pricing adjustment decisions sent to the taxpayers. There is also a description of this in the legal guide on www.skat.dk.,"About parallel access to MAP and 
national legal remedies (only in 
Danish)",31,DNK,2019-08-29,2019,domestic_remedies_info,,bp,[B.P.10],resolution,22,80,1
yes,It is only under very specific circumstances that the competent authority will be able to reach a different result than the National Tax Tribunal or the Court.,"About court decisions versus MAP 
(only in Danish)",32,DNK,2019-08-29,2019,domestic_remedies_binding_info,,NA,NA,resolution,22,80,1
