part,name,text,iso3c,phase
Part A,Domestic legal and administrative,It is recommended that Cabo Verde take steps to implement a domestic legal and administrative framework to impose and enforce CbC requirements as soon as possible.,CPV,2020
Part B,Exchange of information,"It is recommended that Cabo Verde take steps to put in place an exchange of information framework that allows Automatic Exchange of Information and have QCAAs in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use prerequisites and with which Cabo Verde has an international exchange of information agreement in effect that allows for the automatic exchange of tax information.",CPV,2020
Part B,Exchange of information,It is recommended that Cabo Verde take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.,CPV,2020
Part C,Appropriate use,It is recommended that Cabo Verde take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,CPV,2020
Part A,Domestic legal and administrative,It is recommended that Cameroon take steps to implement a domestic legal and administrative framework to impose and enforce CbC requirements as soon as possible.,CMR,2020
Part B,Exchange of information,"It is recommended that Cameroon take steps to have QCAAs in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use prerequisites and with which it has international agreements which provide for the automatic exchange of information.",CMR,2020
Part B,Exchange of information,It is recommended that Cameroon take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.,CMR,2020
Part C,Appropriate use,It is recommended that Cameroon take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,CMR,2020
Part A,Domestic legal and administrative framework,-,CAN,2020
Part B,Exchange of information framework,-,CAN,2020
Part C,Appropriate use,-,CAN,2020
Part A,Domestic legal and administrative framework,-,CYM,2020
Part B,Exchange of information framework,-,CYM,2020
Part C,Appropriate use,-,CYM,2020
Part A,Domestic legal and administrative framework,It is recommended that Chile introduce enforcement measures applicable to Surrogate Parent Entities.,CHL,2020
Part B,Exchange of information framework,It is recommended that Chile take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.,CHL,2020
Part B,Exchange of information framework,It is recommended that Chile take steps to ensure that reports are exchanged by the required date.,CHL,2020
Part C,Appropriate use,It is recommended that Chile take steps to ensure that the appropriate use condition is met as soon as possible.,CHL,2020
Part A,Domestic legal and administrative,It is recommended that China clarify the exact scope and legal basis under the minimum standard and/or the exchange of information framework for the filing exemption in relation to national security.,CHN,2020
Part A,Domestic legal and administrative,It is recommended that China amend its legislation or otherwise take steps to ensure that local filing is only required in the circumstances contained in the terms of reference.,CHN,2020
Part B,Exchange of information,"It is recommended that China should continue to work actively towards putting in place qualifying competent authority arrangements with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which China has an international exchange of information agreement in effect that allows for the automatic exchange of tax information.",CHN,2020
